源站点,租房类型,标题,室厅卫,面积,小区,地区,房源,价格,原文链接
58,整租,西乡地铁站 青年公寓出租 家电全齐 业主直租,5室2厅3卫,238㎡,中熙香缇湾花园,西乡,个人,500,http://short.58.com/zd_p/a9282c0c-be26-45f7-bd2b-3c854366042d/?target=fh-16-xgk_hvimob_32667424045459q-feykn&end=end
58,整租,民治北站地铁 3室1厅1卫,3室1厅1卫,98㎡,None,深圳,个人,3500,http://short.58.com/zd_p/03bf8da4-9fe3-40a2-898f-254dfd582341/?target=fh-16-xgk_hvimob_32263055630292q-feykn&end=end
58,单间,南山南头南苑东区 3室1厅 主卧 朝东 中等装修,主卧(3室),15㎡,南苑东区,南山区政府,个人,1800,http://short.58.com/zd_p/fa20c615-a06f-4c55-9725-12ea76389e81/?target=fh-16-xgk_ephv_84448852518009q-feykn&end=end
58,整租,南山科技园西丽法庭 1室1厅 36平米、 全新装修、,1室1厅1卫,36㎡,None,科技园,个人,1300,http://short.58.com/zd_p/2ae2d03a-5131-44e3-9c59-440f6c3f6150/?target=fh-16-xgk_hvimob_32959127110451q-feykn&end=end
58,整租,民治沙元浦 2室1厅1卫,2室1厅1卫,68㎡,None,民治,个人,3500,http://short.58.com/zd_p/0a148c43-e8f1-4294-90af-d23c357b9af0/?target=fh-16-xgk_hvimob_32292164283437q-feykn&end=end
58,整租,南山科技园、全新装修、德迅公寓 1室1厅 48平米、,1室1厅1卫,48㎡,None,科技园,个人,1700,http://short.58.com/zd_p/2f576a3f-13da-4512-a881-ca5972d62ff1/?target=fh-16-xgk_hvimob_32582849831724q-feykn&end=end
58,整租,大靓花园 1室0厅1卫,1室0厅1卫,28㎡,大靓花园,长龙,个人,900,http://short.58.com/zd_p/be88a60f-49f6-44ad-8904-df0392f21693/?target=fh-16-xgk_hvimob_32910536366100q-feykn&end=end
58,整租,东方明珠城旁 1室0厅1卫,1室0厅1卫,36㎡,None,深圳,个人,700,http://short.58.com/zd_p/82bfb07e-8503-4fc2-9b9e-3321b332a0a7/?target=fh-16-xgk_hvimob_84485646783477q-feykn&end=end
58,整租,宝安沙井名豪丽城 2室2厅 85平米 精装修 押二付,2室2厅1卫,85㎡,名豪丽城,沙井,个人,2600,http://short.58.com/zd_p/4b30abe2-df9c-4766-b3c7-9d92417a467f/?target=fh-16-xgk_hvimob_32602148954382q-feykn&end=end
58,单间,个人转租 新洲花园 3室2厅1卫 男女不限,主卧(3室),16㎡,None,新洲,个人,2100,http://short.58.com/zd_p/0f6936c6-b11d-43e0-a588-a4ebfa46c79f/?target=fh-16-xgk_ephv_84488098800222q-feykn&end=end
58,整租,全新精装公寓 内有免费WIFI 独立厨卫超大阳台家具,1室1厅1卫,58㎡,None,沙井,个人,1000,http://short.58.com/zd_p/627d3054-ea0f-4f9b-9e5c-9e90a8dec870/?target=fh-16-xgk_hvimob_32928113221738q-feykn&end=end
58,整租,万象新天 1室0厅1卫,1室0厅1卫,36㎡,万象新天,西乡,个人,1000,http://short.58.com/zd_p/200cdf05-37c3-4826-b904-343008111ab4/?target=fh-16-xgk_hvimob_84485883780316q-feykn&end=end
58,整租,深航假日名居 1室0厅0卫,1室0厅0卫,20㎡,None,宝安中心区,个人,1400,http://short.58.com/zd_p/c6cffdd2-54f5-49df-9776-caed178e38c9/?target=fh-16-xgk_hvimob_32243050949077q-feykn&end=end
58,整租,业主直租 龙华中心丹枫雅苑 一房家私电齐、楼层佳拎包,1室1厅1卫,50㎡,丹枫雅苑,龙华,个人,3200,http://short.58.com/zd_p/7c7f7469-0f64-45bd-81fd-e841a93a7f52/?target=fh-16-xgk_hvimob_37625205347896q-feykn&end=end
58,整租,房东直租精装单身公寓、随时拎包入住、免、送网络。,1室0厅1卫,26㎡,元芬花园,龙华,个人,800,http://short.58.com/zd_p/ebadfdac-3b92-415c-8641-9bfc4ae20ac0/?target=fh-16-xgk_hvimob_32016443905093q-feykn&end=end
58,单间,南山西丽中爱花园 2室1厅 主卧 朝东南 精装修,主卧(2室),67㎡,中爱花园,西丽,个人,2300,http://short.58.com/zd_p/7688725b-5e51-4ca6-a5eb-ffb123fa2fdf/?target=fh-16-xgk_ephv_32659903936532q-feykn&end=end
58,整租,星窝青年创业公寓 1室1厅1卫,1室1厅1卫,35㎡,None,民治,个人,2400,http://short.58.com/zd_p/886882b7-0f30-4252-853e-327f4d05fd3f/?target=fh-16-xgk_hvimob_32957589482263q-feykn&end=end
58,整租,福田景田万托家园 2室2厅 78平米 精装修 押二付,2室2厅1卫,78㎡,万托家园,景田,个人,6200,http://short.58.com/zd_p/d3dd4afa-b5c9-45f1-a8fe-b61602ce1384/?target=fh-16-xgk_hvimob_32243890518317q-feykn&end=end
58,整租,宝安西乡大益广场 1室0厅 28平米 精装修 押一付,1室0厅1卫,28㎡,大益广场,西乡,个人,800,http://short.58.com/zd_p/2b39b2ce-190e-43c0-8e0e-d5048a72611c/?target=fh-16-xgk_hvimob_39079580293289q-feykn&end=end
58,整租,宝安西乡坪洲地铁站A出口附近二室一厅出租 家电家私齐,2室1厅1卫,49㎡,径贝新村,西乡,个人,2300,http://short.58.com/zd_p/89d6ff91-ad90-4ec2-b0e4-4d1298be4fce/?target=fh-16-xgk_hvimob_32273060332318q-feykn&end=end
58,整租,地铁站A出口 1室0厅1卫,1室0厅1卫,32㎡,None,西乡,个人,800,http://short.58.com/zd_p/6267d310-4294-4afe-a0ae-92089c5f461d/?target=fh-16-xgk_hvimob_84438388683170q-feykn&end=end
58,单间,大冲三房阳光带飘窗出租、厨房可做饭、家私全齐领包入住,主卧(3室),125㎡,大冲都市花园,大冲,个人,880,http://short.58.com/zd_p/035c944d-0762-42b3-af79-ee0880505ef3/?target=fh-16-xgk_ephv_32210384417008q-feykn&end=end
58,床位,个人直租科技园大冲都市花园 3室2厅床位,主卧(3室),12㎡,大冲都市花园,科技园,个人,880,http://short.58.com/zd_p/ce1f6b09-ece1-47d5-b8d1-11d3d72920f1/?target=fh-16-xgk_ephv_84489646207042q-feykn&end=end
