源站点,租房类型,标题,室厅卫,面积,小区,地区,房源,价格,原文链接
58,整租,地铁口豪华公寓佳兆业大都汇、 1室1厅1卫,1室1厅1卫,46㎡,None,布吉,个人,2900,http://short.58.com/zd_p/58a7cb5e-b90f-4ecd-a27a-0f3303981b66/?target=fh-16-xgk_hvimob_32076801468858q-feykn&end=end
58,整租,大靓花园 1室0厅1卫,1室0厅1卫,28㎡,大靓花园,长龙,个人,900,http://short.58.com/zd_p/d7e82275-109c-4aca-bed0-94c588e2f6bd/?target=fh-16-xgk_hvimob_32910536366100q-feykn&end=end
58,整租,布吉地铁站A出口旁 2室1厅1卫,2室1厅1卫,65㎡,None,布吉周边,个人,1580,http://short.58.com/zd_p/f36ab300-0358-4d42-a01b-d6fa40858b18/?target=fh-16-xgk_hvimob_32219427426281q-feykn&end=end
58,单间,半岛苑 2室1厅 次卧 朝西 精装修,次卧(2室),20㎡,None,布吉街,个人,1300,http://short.58.com/zd_p/c3481ac5-1fb5-492e-9e67-8d741057ce30/?target=fh-16-xgk_ephv_38160080770856q-feykn&end=end
58,单间,金沙花园(龙岗) 1室1卫 男女不限,次卧(1室),15㎡,None,布吉关,个人,1100,http://short.58.com/zd_p/c96fb029-8289-4277-abb4-cbb077664981/?target=fh-16-xgk_ephv_84444115530720q-feykn&end=end
58,整租,布龙城 1室1厅1卫,1室1厅1卫,45㎡,布龙城,布吉街,个人,1550,http://short.58.com/zd_p/92acccca-2010-469a-9bfd-1f115dd0a79b/?target=fh-16-xgk_hvimob_30296817161886q-feykn&end=end
58,整租,玉岭花园 1室0厅1卫,1室0厅1卫,23㎡,None,南岭,个人,900,http://short.58.com/zd_p/265af51b-405d-48b9-8458-989cbd2de312/?target=fh-16-xgk_hvimob_32204019395778q-feykn&end=end
58,整租,布吉大芬桂芳园八期 3室2厅 98平 精装修舒适家居,3室2厅1卫,98㎡,桂芳园八期,大芬村,个人,4800,http://sz.58.com/zufang/19043439955331x.shtml
58,单间,凤凰山庄20 4室 出租 简单装修,主卧(1室),12㎡,None,布吉街,个人,800,http://sz.58.com/hezu/24361545392179x.shtml
58,整租,中兆花园一楼 3室1厅 68平米 简单装修 押二付三,3室1厅1卫,68㎡,None,丹竹头,个人,3200,http://sz.58.com/zufang/24128174868024x.shtml
58,整租,龙珠花园 2室2厅1卫,2室2厅1卫,61㎡,None,布吉周边,个人,3200,http://sz.58.com/zufang/24341568111672x.shtml
58,整租,布吉宝岭花园 3室2厅1卫,3室2厅1卫,95㎡,None,丹竹头,个人,3500,http://sz.58.com/zufang/20014901666310x.shtml
58,单间,国展苑 2室1厅1卫 限女生,次卧(2室),9㎡,None,布吉关,个人,1300,http://sz.58.com/hezu/30037287323563x.shtml
58,整租,龙园意境(公 2室2厅1卫,2室2厅1卫,77㎡,龙园意境(公寓),康桥,个人,4300,http://sz.58.com/zufang/30001304349503x.shtml
58,单间,主卧出租、限女生,主卧(2室),60㎡,None,布吉关,个人,1300,http://sz.58.com/hezu/29819600139185x.shtml
58,单间,英郡年华 2室1厅1卫 限单身女性,主卧(2室),80㎡,None,丹竹头,个人,1800,http://sz.58.com/hezu/30037205002698x.shtml
58,单间,免.中介、豪华装修、独立厨卫、免费停车、专人管理、拎,主卧(1室),35㎡,None,布吉周边,个人,580,http://sz.58.com/hezu/29641370165711x.shtml
58,整租,万科红三期 1室1厅1卫,1室1厅1卫,33㎡,None,百鸽笼,个人,3100,http://sz.58.com/zufang/29957463728443x.shtml
58,整租,英郡年华二期 3室1厅1卫,3室1厅1卫,71㎡,None,丹竹头,个人,4100,http://sz.58.com/zufang/29982081994795x.shtml
