源站点,租房类型,标题,室厅卫,面积,小区,地区,房源,价格,原文链接
58,整租,山海美域 3室1厅1卫,3室1厅1卫,88㎡,山海美域,前海,个人,5500,http://short.58.com/zd_p/bbb914df-2645-4fcd-8e74-c85824123f14/?target=fh-16-xgk_hvimob_36320097393794q-feykn&end=end
58,整租,荣村小区 1室0厅1卫,1室0厅1卫,15㎡,荣村小区,蛇口,个人,1900,http://short.58.com/zd_p/3e7f2ea0-f420-4973-a101-5a5bf9db62e6/?target=fh-16-xgk_hvimob_84485034815809q-feykn&end=end
58,单间,大冲三房阳光带飘窗出租、厨房可做饭、家私全齐领包入住,主卧(3室),125㎡,大冲都市花园,大冲,个人,880,http://short.58.com/zd_p/f72f9ffb-f8b3-453f-bb48-cb7dfad07ea1/?target=fh-16-xgk_ephv_32210384417008q-feykn&end=end
58,整租,南山科技园科苑北附近全新酒店式单身电梯公寓 独立厨卫,1室0厅1卫,22㎡,None,科技园,个人,1800,http://short.58.com/zd_p/25a93085-c2d7-4fa8-8e3b-b9de4be121ec/?target=fh-16-xgk_hvimob_32624297767629q-feykn&end=end
58,单间,（真实）南山前海桃李花园 2室1厅 主卧 朝南 中等,主卧(2室),12㎡,None,前海,个人,1500,http://short.58.com/zd_p/501c2bb7-7127-47c6-bcd9-f60bce3dd5f4/?target=fh-16-xgk_ephv_32219874238516q-feykn&end=end
58,单间,蛇口花园城旁安静小区房出租,次卧(3室),10㎡,None,蛇口,个人,1350,http://short.58.com/zd_p/62b767bf-6bfa-4bd4-984f-19deb334cbca/?target=fh-16-xgk_ephv_35249412526637q-feykn&end=end
58,整租,保利城花园 2室2厅1卫,2室2厅1卫,92㎡,保利城花园,南山周边,个人,7200,http://short.58.com/zd_p/e9d963cf-2eb8-4ac9-9149-81e5d872c8fb/?target=fh-16-xgk_hvimob_84438400035591q-feykn&end=end
58,整租,海昌大厦 2室2厅1卫,2室2厅1卫,68㎡,None,蛇口,个人,4500,http://short.58.com/zd_p/a0636d92-5941-4b3a-98cc-3370e7fdf1d4/?target=fh-16-xgk_hvimob_32270494675487q-feykn&end=end
58,单间,桃源村二 家电全齐 个人招合租,次卧(3室),10㎡,None,桃源村,个人,1680,http://short.58.com/zd_p/43258151-273d-483e-89c6-563baccbcaef/?target=fh-16-xgk_ephv_32013033369913q-feykn&end=end
58,单间,南山区大冲都市花园高品质男生公寓合租,主卧(3室),125㎡,None,大冲,个人,900,http://short.58.com/zd_p/98f0e37e-3c81-44fb-a7f3-05c3c430ac95/?target=fh-16-xgk_ephv_32017482948308q-feykn&end=end
58,整租,南山村南巷4号 2室1厅1卫,2室1厅1卫,39㎡,None,南新路口,个人,3500,http://short.58.com/zd_p/81443614-6ac6-4f9c-a3f2-a9a131f16f68/?target=fh-16-xgk_hvimob_32230889469630q-feykn&end=end
58,整租,西丽法庭公交 1室1厅 40平米 精装修 押二付一,1室1厅1卫,40㎡,None,西丽,个人,1700,http://short.58.com/zd_p/91985d81-a7a1-4c00-8385-491a41f67d60/?target=fh-16-xgk_hvimob_32765761469541q-feykn&end=end
58,整租,大冲新城花园 2室1厅1卫,2室1厅1卫,70㎡,None,南新路口,个人,6350,http://short.58.com/zd_p/c5ae56d0-8c89-4ef3-9604-3565f378a307/?target=fh-16-xgk_hvimob_84486310159704q-feykn&end=end
58,整租,南山古城 1室0厅1卫,1室0厅1卫,25㎡,None,南头,个人,1700,http://short.58.com/zd_p/1713dad2-81e5-4466-bdb7-b6e6984d1882/?target=fh-16-xgk_hvimob_84471851267316q-feykn&end=end
58,整租,南山西丽群泰大厦复式 精装修公寓管理处直租,1室0厅1卫,25㎡,None,西丽,个人,2100,http://short.58.com/zd_p/f1f3d003-6ef0-4c35-bb6d-21eac861f1f9/?target=fh-16-xgk_hvimob_32278733100854q-feykn&end=end
58,单间,个人直租科技园大冲都市花园 3室2厅,主卧(3室),12㎡,大冲都市花园,科技园,个人,880,http://short.58.com/zd_p/bac67345-04b7-4d55-ab59-125c1f53064d/?target=fh-16-xgk_ephv_84489646207042q-feykn&end=end
58,单间,个人直租 南山科技园大冲城市花园 杂费另计,(3室),125㎡,大冲城市花园,科技园,个人,880,http://short.58.com/zd_p/45788907-283d-43f9-b980-d35c790373e7/?target=fh-16-xgk_ephv_84481917676322q-feykn&end=end
58,整租,鼎太风华七期 2室1厅1卫,2室1厅1卫,71㎡,None,前海,个人,5800,http://short.58.com/zd_p/5279026d-d377-468e-a726-f0a427fd22d3/?target=fh-16-xgk_hvimob_32296737839131q-feykn&end=end
