源站点,租房类型,标题,室厅卫,面积,小区,地区,房源,价格,原文链接
58,整租,龙岗区横岗镇中海大山地花园14I 4室3厅3卫,4室3厅3卫,260㎡,None,横岗,个人,7500,http://short.58.com/zd_p/703917fc-294f-4ece-aa10-8881361b50f0/?target=fh-16-xgk_hvimob_31179936238044q-feykn&end=end
58,整租,百达利小区 3室2厅2卫,3室2厅2卫,110㎡,None,坂田,个人,3000,http://short.58.com/zd_p/a7e57ce4-7c5b-4e9f-bcd4-77b6fd8b9adc/?target=fh-16-xgk_hvimob_84477041824138q-feykn&end=end
58,整租,龙岗中心城悦城花园三期 3室1厅 83平米 精装修,3室1厅1卫,83㎡,None,龙岗中心城,个人,2800,http://short.58.com/zd_p/fa125e58-57c6-432d-9793-cb7540fe89d9/?target=fh-16-xgk_hvimob_32007228950369q-feykn&end=end
58,整租,地铁口附近、豪华一房一厅、带家私家电、拎包入住！！,1室1厅1卫,40㎡,龙岗区中心城,龙岗中心城,个人,850,http://short.58.com/zd_p/ac76c3fe-1a29-4ea4-ba02-67fdef84ec45/?target=fh-16-xgk_hvimob_32618414166698q-feykn&end=end
58,整租,【个人 直租】横岗地铁站B出口 天虹商场对面全新公寓,1室0厅1卫,25㎡,None,横岗,个人,700,http://short.58.com/zd_p/085abd13-914d-438e-a1e8-f45a27a7e78f/?target=fh-16-xgk_hvimob_32857293332726q-feykn&end=end
58,整租,万科广场6分钟、吉祥站300米、公交站30米,1室0厅1卫,20㎡,None,龙岗中心城,个人,550,http://short.58.com/zd_p/328700a1-6f42-43a3-9221-6f690d6d4ddf/?target=fh-16-xgk_hvimob_76927282085270q-feykn&end=end
58,整租,五和公寓 1室0厅1卫,1室0厅1卫,36㎡,None,坂田,个人,750,http://short.58.com/zd_p/45662e51-7dd4-4e0f-80d7-18339bdeac40/?target=fh-16-xgk_hvimob_32739073745786q-feykn&end=end
58,整租,巫屋村三巷6 1室1厅1卫,1室1厅1卫,50㎡,None,龙岗中心城,个人,800,http://short.58.com/zd_p/4c4817ea-39cb-4fd0-80b3-5a09c8196a84/?target=fh-16-xgk_hvimob_32292651632403q-feykn&end=end
58,整租,润创兴时代公寓 2室1厅1卫,2室1厅1卫,50㎡,None,坂田,个人,3600,http://short.58.com/zd_p/67ab0f26-6f2a-4ab5-8600-9ee9eb9e0803/?target=fh-16-xgk_hvimob_32197395249219q-feykn&end=end
58,整租,坂田天虹（KFC旁边）1室1厅 50平米 拎包入住,1室1厅1卫,50㎡,None,坂田,个人,1000,http://short.58.com/zd_p/feabdff3-9c78-4643-a8d1-084c0931bb73/?target=fh-16-xgk_hvimob_32233025368379q-feykn&end=end
58,整租,地铁站零距离、房东直租《大单间、一房一厅》火爆招租家,1室0厅1卫,43㎡,None,龙岗中心城,个人,600,http://short.58.com/zd_p/5a81664b-4b72-4619-a88c-2a4302e9534a/?target=fh-16-xgk_hvimob_32275755276685q-feykn&end=end
58,整租,东方瑞景苑公 1室0厅1卫,1室0厅1卫,36.6㎡,None,龙岗,个人,2200,http://short.58.com/zd_p/f21965b0-f4f2-455c-85ac-50bfc96ec28b/?target=fh-16-xgk_hvimob_84438268694457q-feykn&end=end
58,整租,龙岗坪地宜城风景 3室1厅 108平米 精装修 押二,3室1厅1卫,108㎡,None,坪地,个人,3800,http://short.58.com/zd_p/2f0aa97a-d68d-434d-9543-a1db4a966c4f/?target=fh-16-xgk_hvimob_30919556245734q-feykn&end=end
58,整租,地铁站零距离酒店式公寓《大单间、一房一厅》火爆招租拎,1室0厅1卫,38㎡,None,龙岗中心城,个人,600,http://short.58.com/zd_p/a31cefaa-bf51-4697-a6cf-46ed9a387f20/?target=fh-16-xgk_hvimob_32275424312869q-feykn&end=end
58,整租,个 人临近地铁站 房东精装公寓 家私家电全齐 拎包入,1室0厅1卫,28㎡,None,坂田,个人,800,http://short.58.com/zd_p/bb5a0abd-d86d-40e4-b3e5-3d584fbe5284/?target=fh-16-xgk_hvimob_32986456942850q-feykn&end=end
58,单间,个人直租/无中介、无中介、无中介、无中介、自家房子,主卧(1室),30㎡,None,龙岗中心城,个人,700,http://short.58.com/zd_p/1969cdd9-7b18-4ae6-956b-061080304aae/?target=fh-16-xgk_ephv_84451386470264q-feykn&end=end
58,整租,融富花园 2室1厅1卫,2室1厅1卫,80㎡,融富花园,坪地,个人,1600,http://short.58.com/zd_p/60bee3ea-8226-4a88-b697-d6bef75df5c5/?target=fh-16-xgk_hvimob_84438189892220q-feykn&end=end
58,整租,紧邻地铁口个人房源家电家私齐全 1室1厅1卫,1室1厅1卫,40㎡,None,龙岗中心城,个人,900,http://short.58.com/zd_p/fd48e3fb-2c7f-40eb-85a3-8e93871c85cb/?target=fh-16-xgk_hvimob_32206024387342q-feykn&end=end
58,整租,（个人 房东）横岗地铁站B出口 全新公寓 家电家私齐,1室0厅1卫,25㎡,None,横岗,个人,700,http://short.58.com/zd_p/71f6fe91-9954-4e59-95ea-c43f59703287/?target=fh-16-xgk_hvimob_32857683251894q-feykn&end=end
58,整租,南联地铁站附 1室1厅1卫,1室1厅1卫,48㎡,None,龙岗中心城,个人,1100,http://short.58.com/zd_p/970bf4cf-76c8-445e-ab3e-03990bb2e3f1/?target=fh-16-xgk_hvimob_32203082631080q-feykn&end=end
58,整租,天景山庄(公 2室1厅1卫,2室1厅1卫,60㎡,天景山庄(公寓),坂田,个人,3400,http://short.58.com/zd_p/72bc6ad3-f499-4cd5-b70c-f43bd320435f/?target=fh-16-xgk_hvimob_32628820154587q-feykn&end=end
58,整租,海航城 3室2厅2卫,3室2厅2卫,89㎡,None,龙岗中心城,个人,3800,http://short.58.com/zd_p/293d033f-24a5-4018-a312-7f4aacd571ae/?target=fh-16-xgk_hvimob_32757324529594q-feykn&end=end
58,整租,塘坑地铁站对面独栋独院 4室3厅3卫,4室3厅3卫,260㎡,None,横岗,个人,5880,http://short.58.com/zd_p/716fa307-89bb-4883-a7c1-c5128b7a0400/?target=fh-16-xgk_hvimob_32582064656495q-feykn&end=end
58,整租,龙岗区坂田太阳雨家园 3室2厅 88.4平米 豪华装,3室2厅1卫,88.4㎡,None,坂田,个人,5000,http://short.58.com/zd_p/18ed7ba1-7ec5-4321-8610-855a2beb2f70/?target=fh-16-xgk_hvimob_32239646227714q-feykn&end=end
58,整租,阳明公寓 1室1厅1卫,1室1厅1卫,40㎡,阳明公寓,坂田,个人,2000,http://sz.58.com/zufang/21589780255499x.shtml
58,整租,光雅园北二巷 3室2厅1卫,3室2厅1卫,91㎡,None,坂田,个人,3200,http://sz.58.com/zufang/25749939489988x.shtml
58,整租,龙岗区龙岗中心城阅山华府 3室2厅 88平米 精装修,3室2厅1卫,88㎡,阅山华府,龙岗中心城,个人,4500,http://sz.58.com/zufang/25389684808518x.shtml
58,整租,新南村 1室1厅1卫,1室1厅1卫,20㎡,None,平湖,个人,600,http://sz.58.com/zufang/26567832789673x.shtml
58,整租,龙岗坂田长坑村 3室2厅2卫,3室2厅2卫,100㎡,None,龙岗区,个人,3000,http://sz.58.com/zufang/25158795875367x.shtml
58,整租,杨尾旺塘 3室2厅1卫,3室2厅1卫,80㎡,None,坂田,个人,2650,http://sz.58.com/zufang/25810434909874x.shtml
58,整租,怡龙枫景园 3室2厅1卫,3室2厅1卫,89㎡,None,龙岗中心城,个人,4000,http://sz.58.com/zufang/26334960680123x.shtml
58,整租,龙岗佳兆业城市广 3室2厅89平米 精装修 押一付一,3室2厅2卫,89㎡,佳兆业城市广场,龙岗,个人,5500,http://sz.58.com/zufang/22561738939274x.shtml
58,整租,东方沁园 5室2厅 151平米 精装修 面议,5室2厅2卫,151㎡,None,龙岗中心城,个人,4200,http://sz.58.com/zufang/26865171229001x.shtml
58,整租,龙岗中心城保利上城精装公寓家私家电齐全,1室1厅1卫,53㎡,保利上城一期,龙岗中心城,个人,2500,http://sz.58.com/zufang/24562373087677x.shtml
