源站点,租房类型,标题,室厅卫,面积,小区,地区,房源,价格,原文链接
58,单间,福田竹子林金众小区 3室2厅 次卧 朝南 中等装修,次卧(3室),15㎡,金众小区,竹子林,个人,1400,http://short.58.com/zd_p/11c53693-6e6b-4020-835b-a57e3cbe4349/?target=fh-16-xgk_ephv_32093584886747q-feykn&end=end
58,整租,房东直接出租沙尾地铁口全新精装公寓、家私家电齐全、免,1室0厅1卫,None,None,沙尾,个人,1450,http://short.58.com/zd_p/81e0e5a5-d87b-43de-9126-977fe0c82dd1/?target=fh-16-xgk_hvimob_32644463988754q-feykn&end=end
58,单间,福田竹子林金众小区 3室1厅 次卧 朝南 中等装修,次卧(3室),20㎡,金众小区,竹子林,个人,1900,http://short.58.com/zd_p/ed610a44-c7c0-40f1-b7ef-2b36529dd737/?target=fh-16-xgk_ephv_32227561305495q-feykn&end=end
58,整租,振业翠海花园 4室2厅2卫,4室2厅2卫,194㎡,None,香蜜湖,个人,25000,http://short.58.com/zd_p/6ae4202d-179b-4153-b5b7-2c5fbf6b07c6/?target=fh-16-xgk_hvimob_32268724073954q-feykn&end=end
58,整租,莲丰花园 2室1厅 70平米 豪华装修 面议,2室1厅1卫,70㎡,None,莲花北村,个人,5300,http://short.58.com/zd_p/576d7851-4f36-4990-8da6-efdd95985145/?target=fh-16-xgk_hvimob_32931424335929q-feykn&end=end
58,整租,花样年花好园 1室1厅1卫,1室1厅1卫,40㎡,None,车公庙,个人,4300,http://short.58.com/zd_p/8e14a5f1-c1bb-4f10-9304-7059a83f1564/?target=fh-16-xgk_hvimob_84470362327920q-feykn&end=end
58,单间,中心区海滨广场 3室1厅 次卧 朝南北 精装修,次卧(3室),8㎡,海滨广场(福田),中心区,个人,2000,http://short.58.com/zd_p/48524c9d-13c8-4802-937b-aab60ee1536d/?target=fh-16-xgk_ephv_39343848248967q-feykn&end=end
58,整租,中国茶宫茗香 1室0厅1卫,1室0厅1卫,40㎡,中国茶宫茗香苑,景田,个人,2600,http://short.58.com/zd_p/6e9565ea-05d6-49f0-a05c-8604701fdef7/?target=fh-16-xgk_hvimob_84481040197489q-feykn&end=end
58,单间,5月入住、业主急租福田海滨广场 次卧 仅180,次卧(3室),14㎡,None,皇岗,个人,1800,http://short.58.com/zd_p/7a2aa1b4-edc5-404b-bace-73c9f35c11cd/?target=fh-16-xgk_ephv_35500033485603q-feykn&end=end
58,整租,北欧风精装公寓、尊享质感生活！（岗厦彩天名苑）,1室0厅1卫,33㎡,彩天名苑,岗厦,个人,5000,http://short.58.com/zd_p/197c4ae5-91e9-49f9-b394-de8654b5c97b/?target=fh-16-xgk_hvimob_32693459734068q-feykn&end=end
58,整租,春晖苑 1室1厅1卫,1室1厅1卫,40㎡,春晖苑,中心区,个人,3800,http://short.58.com/zd_p/dba27a96-cdbd-42fb-8b47-e531032aef59/?target=fh-16-xgk_hvimob_84484703728693q-feykn&end=end
58,单间,小区电梯房、家电家私齐全、拎包入住、离香梅地铁站20,主卧(4室),16㎡,市政大院,景田,个人,1690,http://short.58.com/zd_p/916ce81c-c8a7-40ad-8e8f-1c4dfad7d2d8/?target=fh-16-xgk_ephv_32624853387745q-feykn&end=end
58,单间,益田村高层带电梯精装修1房1厅,主卧(3室),12㎡,None,益田村,个人,2200,http://short.58.com/zd_p/3ef91a6b-ff22-4762-a227-74ad141967a5/?target=fh-16-xgk_ephv_31622000225158q-feykn&end=end
58,单间,下沙七坊24号 1室1卫 男女不限,主卧(1室),25㎡,None,下沙,个人,1300,http://short.58.com/zd_p/d6abda2d-41bf-493a-8146-00e0e96bd6f6/?target=fh-16-xgk_ephv_32202452648197q-feykn&end=end
