源站点,租房类型,标题,室厅卫,面积,小区,地区,房源,价格,原文链接
58,整租,盐田小梅沙万科东海岸四 4室2厅 245平米 豪华装,4室2厅4卫,245㎡,万科东海岸四期,小梅沙,个人,18000,http://short.58.com/zd_p/c5eebee8-67fe-40d1-abb4-8c59aa577a84/?target=fh-16-xgk_hvimob_36326679759981q-feykn&end=end
58,单间,沙头角梧桐山 3室1厅 次卧,次卧(3室),25㎡,None,沙头角,个人,850,http://sz.58.com/hezu/19616649097474x.shtml
58,整租,沙头角最便宜三房 海涛花园 3室2厅 押一付一 免,3室2厅1卫,60㎡,海涛花园,沙头角,个人,2600,http://sz.58.com/zufang/25578794249642x.shtml
58,整租,房东直租大梅沙云顶天海拎包入住 2室1厅1卫,2室1厅1卫,46㎡,None,大梅沙,个人,2600,http://sz.58.com/zufang/21190537640608x.shtml
58,整租,浩海明珠 3室1厅1卫,3室1厅1卫,80㎡,None,盐田,个人,4500,http://sz.58.com/zufang/29992853663946x.shtml
58,整租,碧桐湾 1室0厅1卫,1室0厅1卫,31㎡,None,沙头角,个人,2400,http://sz.58.com/zufang/30008217920438x.shtml
58,单间,盐田沙头角 女生上下铺 /短租,主卧(2室),67㎡,None,沙头角,个人,300,http://sz.58.com/hezu/30037504240690x.shtml
58,整租,上东湾雅居 2室1厅1卫,2室1厅1卫,37㎡,上东湾雅居,沙头角,个人,3200,http://sz.58.com/zufang/30045558897342x.shtml
58,整租,上东湾 2室1厅1卫,2室1厅1卫,68㎡,None,沙头角,个人,4800,http://sz.58.com/zufang/29815689099308x.shtml
58,整租,碧海蓝天名苑 2室1厅1卫,2室1厅1卫,66㎡,碧海蓝天名苑,沙头角,个人,3700,http://sz.58.com/zufang/29947556699577x.shtml
58,整租,东海丽景花园 3室2厅1卫,3室2厅1卫,81㎡,东海丽景花园,大梅沙,个人,3300,http://sz.58.com/zufang/29948811403204x.shtml
58,整租,东港印象 3室2厅1卫,3室2厅1卫,77㎡,东港印象,盐田,个人,3600,http://sz.58.com/zufang/29948154472779x.shtml
58,整租,金水湾御园 2室1厅1卫,2室1厅1卫,48㎡,金水湾御园,沙头角,个人,2600,http://sz.58.com/zufang/30023334615595x.shtml
58,整租,碧桐湾 1室0厅1卫,1室0厅1卫,28㎡,碧桐湾,沙头角,个人,2200,http://sz.58.com/zufang/30023143256505x.shtml
58,整租,三环宿舍 1室0厅1卫,1室0厅1卫,50㎡,三环宿舍,沙头角,个人,2500,http://sz.58.com/zufang/29946691591237x.shtml
58,整租,沙头角新世界溱澜3室2厅 86平米 4500 豪华装,3室2厅1卫,86㎡,新世界倚山花园(公寓),沙头角,个人,4500,http://sz.58.com/zufang/29717892833734x.shtml
58,整租,盐田沙头角园林综合小区 2室2厅 71平米 精装修,2室2厅1卫,71㎡,园林综合小区,沙头角,个人,3200,http://sz.58.com/zufang/29879778090178x.shtml
58,整租,大梅沙万科东海岸 2室2厅 84平米 高档社区精装修,2室2厅1卫,84㎡,万科东海岸一期,大梅沙,个人,4500,http://sz.58.com/zufang/29763419655478x.shtml
58,整租,海山道1号 2室2厅 80平米 精装修 押二付二,2室2厅1卫,80㎡,海山道1号,沙头角,个人,5800,http://sz.58.com/zufang/29651946592942x.shtml
58,整租,盐田-盐田东海岸天利明园1室1厅1卫2000元,1室1厅1卫,None,天利明园大厦,盐田,个人,2000,http://sz.58.com/zufang/27283634245063x.shtml
58,单间,暗径新村 2室1厅1卫,次卧(2室),60㎡,None,沙头角,个人,1050,http://sz.58.com/hezu/29674331856327x.shtml
58,单间,东海丽景花园 2室2厅1卫 男女不限,主卧(2室),30㎡,None,盐田,个人,1900,http://sz.58.com/hezu/29756952010543x.shtml
58,单间,【业主】 盐田沙头角高品质合租寓所 全新装修 家电齐,主卧(4室以上),20㎡,桐辉居,沙头角,个人,1300,http://sz.58.com/hezu/27218384339519x.shtml
58,单间,桐辉居高品质白领公寓 沙头角隧道口 家电齐全拎包入住,主卧(4室以上),15㎡,桐辉居,沙头角,个人,1300,http://sz.58.com/hezu/29717165610186x.shtml
58,单间,盐田沙头角 翠景花园二栋 1室 0厅 主卧,主卧(1室),15㎡,None,沙头角,个人,850,http://sz.58.com/hezu/29017267036075x.shtml
58,单间,单间出租男女不限空调洗衣机热水器都有,主卧(3室),15㎡,None,大梅沙,个人,1500,http://sz.58.com/hezu/30006505731268x.shtml
58,单间,盐田沙头角太平洋住宅区3室2厅出租主卧带家私家电空调,主卧(3室),20㎡,太平洋住宅区,沙头角,个人,850,http://sz.58.com/hezu/29719460918220x.shtml
58,单间,盐田沙头角鹏湾一村 3室2厅 主卧 朝南 简单装修,主卧(3室),12㎡,None,沙头角,个人,850,http://sz.58.com/hezu/29724483787436x.shtml
58,整租,西坑林展·街 1室1厅1卫,1室1厅1卫,40㎡,None,盐田周边,个人,800,http://sz.58.com/zufang/30034621023038x.shtml
58,整租,盐田东海丽景花园 2室2厅1卫,2室2厅1卫,68㎡,None,盐田,个人,3300,http://sz.58.com/zufang/29818297441579x.shtml
58,整租,西山吓村 2室1厅1卫,2室1厅1卫,70㎡,None,大梅沙,个人,1500,http://sz.58.com/zufang/29956603459900x.shtml
58,整租,太平洋住宅区 3室2厅1卫,3室2厅1卫,120㎡,太平洋住宅区,沙头角,个人,850,http://sz.58.com/zufang/29972771390260x.shtml
58,单间,海都花园 3室2厅1卫 男女不限,主卧(3室),19㎡,None,沙头角,个人,1000,http://sz.58.com/hezu/29457963596218x.shtml
